Date,vader_score,date,NIFTY_50_Close,SMA_20,RSI
2018-05-02,-0.0193,02-05-2018,10718.0498,10529.154881999999,80.27939397394059
2018-05-03,-0.4215,03-05-2018,10679.65039,10553.8023915,75.03142434588617
2018-05-07,-0.296,07-05-2018,10715.5,10570.609911,76.42902894913374
2018-05-08,0.0,08-05-2018,10717.7998,10586.387401,73.74370485395079
2018-05-09,0.085,09-05-2018,10741.7002,10602.6148915,73.97527083733058
2018-05-13,0.3182,13-05-2018,10729.75,10616.169872,70.66743168118279
2018-05-14,0.31245,14-05-2018,10806.59961,10632.469872,75.61523880951164
2018-05-15,0.0,15-05-2018,10801.84961,10649.0811025,74.83124840718187
2018-05-16,0.0,16-05-2018,10741.09961,10662.1061025,65.08779208372997
2018-05-17,0.125,17-05-2018,10682.7002,10669.823632000001,56.24722202099068
2018-05-19,-0.3182,19-05-2018,10711.8999,10677.983617,63.27361204411873
